#This file contains all possible configurations. The only supported configurations are the public configurations.
#Section Name,Setting Name,Type,Default Value,Upgrade Policy,Setting Type,Config Found In,Description
Federation,GlobalTicketLeaseDuration,TimeSpan,Common::TimeSpan::FromSeconds(300),Static,PUBLIC,src\Federation\FederationConfig.h,Specify timespan in seconds. Nodes in the cluster need to maintain a global lease with the voters. Voters submit their global leases to be propagated across the cluster for this duration. If the duration expires; then the lease is lost. Loss of quorum of leases causes a node to abandon the cluster; by failing to receive communication with a quorum of nodes in this period of time.  This value needs to be adjusted based on the size of the cluster. 
Federation,BootstrapTicketLeaseDuration,TimeSpan,Common::TimeSpan::FromSeconds(100),Static,INTERNAL,src\Federation\FederationConfig.h,Specify timespan in seconds. The lease interval for a bootstrap ticket. 
Federation,VoteOwnershipLeaseInterval,TimeSpan,Common::TimeSpan::FromSeconds(30),Static,INTERNAL,src\Federation\FederationConfig.h,Specify timespan in seconds. The lease interval for acquiring the ownership for a shared (sql) vote. 
Federation,BootstrapVoteRequestInterval,TimeSpan,Common::TimeSpan::FromSeconds(5),Static,INTERNAL,src\Federation\FederationConfig.h,Specify timespan in seconds. The interval to send bootstrap ticket request. 
Federation,BootstrapVoteAcquireRetryInterval,TimeSpan,Common::TimeSpan::FromSeconds(10),Static,INTERNAL,src\Federation\FederationConfig.h,Specify timespan in seconds. The time to wait to send the next bootstrap ticket request after a failed attempt. 
Federation,BootstrapStateMachineInterval,TimeSpan,Common::TimeSpan::FromSeconds(1),Static,INTERNAL,src\Federation\FederationConfig.h,Specify timespan in seconds. The interval to run the bootstrap state machine. 
Federation,GlobalTicketRenewInterval,TimeSpan,Common::TimeSpan::FromSeconds(10),Static,INTERNAL,src\Federation\FederationConfig.h,Specify timespan in seconds. The interval to renew global ticket. 
Federation,BootstrapTicketAcquireLimit,TimeSpan,Common::TimeSpan::FromSeconds(20),Static,INTERNAL,src\Federation\FederationConfig.h,Specify timespan in seconds. Margin makes sure we don't transfer Super Tickets that are about to expire "soon". Otherwise; a super seed node may create a ring only to lose global lease soon afterwards. This is the amount of time vote owners have to join a newly formed ring and issue a new global lease. 
Federation,GlobalTimeClockDriftRatio,int,512,Dynamic,INTERNAL,src\Federation\FederationConfig.h,The ratio to increase uncertainty interval as time elapses. 
Federation,GlobalTimeUncertaintyIncreseInterval,TimeSpan,Common::TimeSpan::FromSeconds(1),Dynamic,INTERNAL,src\Federation\FederationConfig.h,Specify timespan in seconds. Obsolete. 
Federation,GlobalTimeTraceInterval,TimeSpan,Common::TimeSpan::FromSeconds(60),Dynamic,INTERNAL,src\Federation\FederationConfig.h,Specify timespan in seconds. The interval to trace global time. 
Federation,GlobalTimeUncertaintyIntervalUpperBound,TimeSpan,Common::TimeSpan::FromSeconds(0.3),Dynamic,INTERNAL,src\Federation\FederationConfig.h,Specify timespan in seconds. When the uncertainty interval exceeds this limit a new epoch will be issued. 
Federation,GlobalTimeUncertaintyMaxDecrease,TimeSpan,Common::TimeSpan::FromSeconds(1),Dynamic,INTERNAL,src\Federation\FederationConfig.h,Specify timespan in seconds. The max interval to decrease per epoch.  Must be equal or smaller than GlobalTimeUncertaintyMaxIncrease. 
Federation,GlobalTimeUncertaintyMaxIncrease,TimeSpan,Common::TimeSpan::FromSeconds(10),Dynamic,INTERNAL,src\Federation\FederationConfig.h,Specify timespan in seconds. The max interval to increase per epoch. 
Federation,GlobalTimeNewEpochWaitInterval,TimeSpan,Common::TimeSpan::FromSeconds(600),Dynamic,INTERNAL,src\Federation\FederationConfig.h,Specify timespan in seconds. The amount of time to wait before issing new epoch. 
Federation,VoterStoreRetryInterval,TimeSpan,Common::TimeSpan::FromSeconds(5),Dynamic,INTERNAL,src\Federation\FederationConfig.h,Specify timespan in seconds. The interval to retry locating voter store. 
Federation,VoterStoreBootstrapWaitInterval,TimeSpan,Common::TimeSpan::FromSeconds(3600),Static,INTERNAL,src\Federation\FederationConfig.h,Specify timespan in seconds. The time a voter store replica needs to wait before starting bootstrap phase. 
Federation,VoterStoreLivenessCheckInterval,TimeSpan,Common::TimeSpan::FromSeconds(60),Dynamic,INTERNAL,src\Federation\FederationConfig.h,Specify timespan in seconds. The time a voter store replica pings the previous replica to check its liveness. 
Federation,LeaseDuration,TimeSpan,Common::TimeSpan::FromSeconds(30),Dynamic,PUBLIC,src\Federation\FederationConfig.h,Specify timespan in seconds. Duration that a lease lasts between a node and its neighbors. 
Federation,LeaseDurationAcrossFaultDomain,TimeSpan,Common::TimeSpan::Zero,Dynamic,PUBLIC,src\Federation\FederationConfig.h,Specify timespan in seconds. Duration that a lease lasts between a node and its neighbors accross data center. 
Federation,UnresponsiveDuration,TimeSpan,Common::TimeSpan::FromSeconds(0),Dynamic,PUBLIC,src\Federation\FederationConfig.h,Specify timespan in seconds. Duration that driver bugcheck if there is no ioctl call from user mode 
Federation,HeartbeatInterval,TimeSpan,Common::TimeSpan::FromSeconds(10),Dynamic,PUBLIC,src\Federation\FederationConfig.h,Specify timespan in seconds. Time interval that user mode is performing heartbeat 
Federation,LeaseSuspendTimeout,TimeSpan,Common::TimeSpan::FromSeconds(2),Static,INTERNAL,src\Federation\FederationConfig.h,Specify timespan in seconds. After a lease loss; the duration allowed for a node to continue operating before a successful arbitration. 
Federation,LeaseRetryCount,int,3,Static,INTERNAL,src\Federation\FederationConfig.h,The number of retry messages within a lease interval. 
Federation,LeaseRenewBeginRatio,int,6,Static,INTERNAL,src\Federation\FederationConfig.h,The starting point of first renew message within a lease interval; it is interpreted as 1 over LeaseRenewBeginRatio. 
Federation,ApplicationLeaseDuration,TimeSpan,Common::TimeSpan::FromSeconds(1),Static,INTERNAL,src\Federation\FederationConfig.h,Specify timespan in seconds. The TTL granted by lease driver to leasing applications. 
Federation,ArbitrationTimeout,TimeSpan,Common::TimeSpan::FromSeconds(30),NotAllowed,INTERNAL,src\Federation\FederationConfig.h,Specify timespan in seconds. The timeout for arbitration request. 
Federation,ArbitrationRequestDelay,TimeSpan,Common::TimeSpan::FromSeconds(5),Dynamic,INTERNAL,src\Federation\FederationConfig.h,Specify timespan in seconds. The delay between successive arbitration requests starting from the 4th request. 
Federation,ArbitrationRetryInterval,TimeSpan,Common::TimeSpan::FromSeconds(1),Dynamic,INTERNAL,src\Federation\FederationConfig.h,Specify timespan in seconds. The interval between arbitration retry requests. 
Federation,ArbitrationCleanupInterval,TimeSpan,Common::TimeSpan::FromSeconds(60),Dynamic,INTERNAL,src\Federation\FederationConfig.h,Specify timespan in seconds. The amount of time arbitration records are used to reject requests from other nodes. 
Federation,MaxConsecutiveIndirectLeaseDuration,TimeSpan,Common::TimeSpan::FromSeconds(600),Static,INTERNAL,src\Federation\FederationConfig.h,Specify timespan in seconds. The max duration lease is renewed indirectly; after this duration; indirect lease will be stopped. 
Federation,LoopbackJobQueueThreadMax,int,0,Static,INTERNAL,src\Federation\FederationConfig.h,Specify max thread count for loopback job queue; default to 0; which means using processor count 
Federation,TraceLoopbackJobQueue,bool,false,Static,INTERNAL,src\Federation\FederationConfig.h,Specify whether to do extra tracing for loopback job queue 
Federation,X509CertChainFlags,uint,0x40000000,Dynamic,PUBLIC,src\Federation\FederationConfig.h,Flags for cluster certificate chain validation; e.g. CRL checking 0x10000000 CERT_CHAIN_REVOCATION_CHECK_END_CERT 0x20000000 CERT_CHAIN_REVOCATION_CHECK_CHAIN 0x40000000 CERT_CHAIN_REVOCATION_CHECK_CHAIN_EXCLUDE_ROOT 0x80000000 CERT_CHAIN_REVOCATION_CHECK_CACHE_ONLY Setting to 0 disables CRL checking Full list of supported values is documented by dwFlags of CertGetCertificateChain: http://msdn.microsoft.com/en-us/library/windows/desktop/aa376078(v=vs.85).aspx 
Federation,IgnoreCrlOfflineError,bool,true,Dynamic,PUBLIC,src\Federation\FederationConfig.h,Whether to ignore CRL offline error for cluster security 
FabricHost,ActivatorServiceAddress,wstring,L"localhost:0",Static,INTERNAL,src\Hosting2\FabricHostConfig.h,
FabricHost,ActivatorServerId,wstring,L"",Static,INTERNAL,src\Hosting2\FabricHostConfig.h,
FabricHost,HostedServiceContinuousExitFailureResetInterval,TimeSpan,Common::TimeSpan::FromSeconds(300),Dynamic,INTERNAL,src\Hosting2\FabricHostConfig.h,Specify timespan in seconds. 
FabricHost,StopTimeout,TimeSpan,Common::TimeSpan::FromSeconds(300),Dynamic,PUBLIC,src\Hosting2\FabricHostConfig.h,Specify timespan in seconds. The timeout for hosted service activation; deactivation and upgrade. 
FabricHost,StartTimeout,TimeSpan,Common::TimeSpan::FromSeconds(300),Dynamic,PUBLIC,src\Hosting2\FabricHostConfig.h,Specify timespan in seconds. Timeout for fabricactivationmanager startup 
FabricHost,ActivationRetryBackoffInterval,TimeSpan,Common::TimeSpan::FromSeconds(5),Dynamic,PUBLIC,src\Hosting2\FabricHostConfig.h,Specify timespan in seconds. Backoff interval on every activation failure;On every continuous activation failure the system will retry the activation for up to the MaxActivationFailureCount. The retry interval on every try is a product of continuous activation failure and the activation back-off interval. 
FabricHost,ActivationMaxRetryInterval,TimeSpan,Common::TimeSpan::FromSeconds(300),Dynamic,PUBLIC,src\Hosting2\FabricHostConfig.h,Specify timespan in seconds. Max retry interval for Activation. On every continuous failure the retry interval is calculated as Min( ActivationMaxRetryInterval; Continuous Failure Count * ActivationRetryBackoffInterval) 
FabricHost,ActivationMaxFailureCount,int,10,Dynamic,PUBLIC,src\Hosting2\FabricHostConfig.h,This is the maximum count for which system will retry failed activation before giving up. 
FabricHost,EnableServiceFabricAutomaticUpdates,bool,false,Dynamic,PUBLIC,src\Hosting2\FabricHostConfig.h,This is to enable fabric automatic update via Windows Update. 
FabricHost,EnableServiceFabricBaseUpgrade,bool,false,Dynamic,PUBLIC,src\Hosting2\FabricHostConfig.h,This is to enable base update for server. 
FabricHost,EnableRestartManagement,bool,false,Dynamic,PUBLIC,src\Hosting2\FabricHostConfig.h,This is to enable server restart. 
FabricHost,Test_IgnoreHostedServices,bool,false,Static,INTERNAL,src\Hosting2\FabricHostConfig.h,
Hosting,CreateFabricRuntimeTimeout,TimeSpan,Common::TimeSpan::FromSeconds(120),Dynamic,PUBLIC,src\Hosting2\HostingConfig.h,Specify timespan in seconds. The timeout value for the sync FabricCreateRuntime call 
Hosting,ServiceFactoryRegistrationTimeout,TimeSpan,Common::TimeSpan::FromSeconds(120),Dynamic,PUBLIC,src\Hosting2\HostingConfig.h,Specify timespan in seconds. The timeout value for the sync Register(Stateless/Stateful)ServiceFactory call 
Hosting,RegisterCodePackageHostTimeout,TimeSpan,Common::TimeSpan::FromSeconds(120),Dynamic,PUBLIC,src\Hosting2\HostingConfig.h,Specify timespan in seconds. The timeout value for the FabricRegisterCodePackageHost sync call. This is applicable for only multi code package application hosts like FWP 
Hosting,GetCodePackageActivationContextTimeout,TimeSpan,Common::TimeSpan::FromSeconds(120),Dynamic,PUBLIC,src\Hosting2\HostingConfig.h,Specify timespan in seconds. The timeout value for the CodePackageActivationContext calls . This is not applicable to ad-hoc services. 
Hosting,ApplicationHostCloseTimeout,TimeSpan,Common::TimeSpan::FromSeconds(120),Dynamic,PUBLIC,src\Hosting2\HostingConfig.h,Specify timespan in seconds. When Fabric exit is detected in a self activated processes; FabricRuntime closes all of the replicas in the user's host (applicationhost) process. This is the timeout for the that close operation. 
Hosting,RequestTimeout,TimeSpan,Common::TimeSpan::FromSeconds(30),Dynamic,PUBLIC,src\Hosting2\HostingConfig.h,Specify timespan in seconds. This represents the timeout for communication between the user's application host and Fabric process for various hosting related operations such as factory registration; runtime registration. 
Hosting,DeploymentRetryBackoffInterval,TimeSpan,Common::TimeSpan::FromSeconds(10),Dynamic,PUBLIC,src\Hosting2\HostingConfig.h,Specify timespan in seconds. Back-off interval for the deployment failure. On every continuous deployment failure the system will retry the deployment for up to the MaxDeploymentFailureCount. The retry interval is a product of continuous deployment failure and the deployment backoff interval. 
Hosting,DeploymentMaxRetryInterval,TimeSpan,Common::TimeSpan::FromSeconds(3600),Dynamic,PUBLIC,src\Hosting2\HostingConfig.h,Specify timespan in seconds. Max retry interval for the deployment. On every continuous failure the retry interval is calculated as Min( DeploymentMaxRetryInterval; Continuous Failure Count * DeploymentRetryBackoffInterval) 
Hosting,DeploymentMaxFailureCount,int,20,Dynamic,PUBLIC,src\Hosting2\HostingConfig.h,Application deployment will be retried for DeploymentMaxFailureCount times before failing the deployment of that application on the node. 
Hosting,FileStoreServiceUserCreationRetryTimeout,TimeSpan,Common::TimeSpan::FromSeconds(60),Dynamic,INTERNAL,src\Hosting2\HostingConfig.h,Specify timespan in seconds. The retry interval for trying to create file store service users of the creation failed during DownloadManager open 
Hosting,ActivationTimeout,TimeSpan,Common::TimeSpan::FromSeconds(180),Dynamic,PUBLIC,src\Hosting2\HostingConfig.h,Specify timespan in seconds. The timeout for application activation; deactivation and upgrade. 
Hosting,ActivationRetryBackoffInterval,TimeSpan,Common::TimeSpan::FromSeconds(10),Dynamic,PUBLIC,src\Hosting2\HostingConfig.h,Specify timespan in seconds. Backoff interval on every activation failure;On every continuous activation failure the system will retry the activation for up to the MaxActivationFailureCount. The retry interval on every try is a product of continuous activation failure and the activation back-off interval. 
Hosting,ActivationMaxRetryInterval,TimeSpan,Common::TimeSpan::FromSeconds(3600),Dynamic,PUBLIC,src\Hosting2\HostingConfig.h,Specify timespan in seconds. Max retry interval for Activation. On every continuous failure the retry interval is calculated as Min( ActivationMaxRetryInterval; Continuous Failure Count * ActivationRetryBackoffInterval) 
Hosting,ActivationMaxFailureCount,int,20,Dynamic,PUBLIC,src\Hosting2\HostingConfig.h,This is the maximum count for which system will retry failed activation before giving up. 
Hosting,EnableActivateNoWindow,bool,false,Dynamic,PUBLIC,src\Hosting2\HostingConfig.h,The activated process is created in the background without any console. 
Hosting,ActivatedProcessDieOnUnhandledExceptionEnabled,bool,true,Dynamic,INTERNAL,src\Hosting2\HostingConfig.h,If false the activated process will honor the JIT debugging policies of the machine; otherwise the activated process will simply die and restarted as per the retry intervals 
Hosting,RunAsPolicyEnabled,bool,false,Static,PUBLIC,src\Hosting2\HostingConfig.h,Enables running code packages as local user other than the user under which fabric process is running. In order to enable this policy Fabric must be running as SYSTEM or as user who has SeAssignPrimaryTokenPrivilege. 
Hosting,NTLMAuthenticationEnabled,bool,false,Static,PUBLIC,src\Hosting2\HostingConfig.h,Enables support for using NTLM by the code packages that are running as other users so that the processes across machines can communicate securely. 
Hosting,NTLMAuthenticationPasswordSecret,SecureString,Common::SecureString(L""),Static,PUBLIC,src\Hosting2\HostingConfig.h,Is an encrypted has that is used to generate the password for NTLM users. Has to be set if NTLMAuthenticationEnabled is true. Validated by the deployer. 
Hosting,EndpointProviderEnabled,bool,false,Static,PUBLIC,src\Hosting2\HostingConfig.h,Enables management of Endpoint resources by Fabric. Requires specification of start and end application port range in FabricNode. 
Hosting,FirewallPolicyEnabled,bool,false,Static,PUBLIC,src\Hosting2\HostingConfig.h,Enables opening firewall ports for Endpoint resources with explicit ports specified in ServiceManifest 
Hosting,ServiceTypeRegistrationTimeout,TimeSpan,Common::TimeSpan::FromSeconds(300),Dynamic,PUBLIC,src\Hosting2\HostingConfig.h,Specify timespan in seconds. The timeout for the ServiceType to register with fabric 
Hosting,EnableProcessDebugging,bool,false,Dynamic,PUBLIC,src\Hosting2\HostingConfig.h,Enables launching application hosts under debugger 
Hosting,CodePackageContinuousExitFailureResetInterval,TimeSpan,Common::TimeSpan::FromSeconds(300),Dynamic,INTERNAL,src\Hosting2\HostingConfig.h,Specify timespan in seconds. The timeout to reset the continuous exit failure count for code package 
Hosting,CodePackageHealthWarningThreshold,uint,1,Dynamic,INTERNAL,src\Hosting2\HostingConfig.h,The CodePackage failure count after which warning is reported 
Hosting,CodePackageHealthErrorThreshold,uint,3,Dynamic,INTERNAL,src\Hosting2\HostingConfig.h,The CodePackage failure count after which error is reported 
Hosting,MaxQueryOperationThreads ,uint,15,Static,INTERNAL,src\Hosting2\HostingConfig.h,The maximum number of parallel threads allowed to process Hosting queries 
Hosting,FSSActivationTimeout,TimeSpan,Common::TimeSpan::FromSeconds(600),Dynamic,INTERNAL,src\Hosting2\HostingConfig.h,Specify timespan in seconds. The timeout for FileStoreService ServicePackage activation. 
Hosting,InteractiveRunAsEnabled,bool,false,Static,TEST,src\Hosting2\HostingConfig.h,
Hosting,DeactivationScanInterval,TimeSpan,Common::TimeSpan::FromSeconds(600),Dynamic,INTERNAL,src\Hosting2\HostingConfig.h,Specify timespan in seconds. Interval in secs - the scan for deactivation is performed 
Hosting,DeactivationGraceInterval,TimeSpan,Common::TimeSpan::FromSeconds(60),Dynamic,INTERNAL,src\Hosting2\HostingConfig.h,Specify timespan in seconds. Grace interval after which the process can be marked for deactivation 
Hosting,DeactivationFailedRetryIntervalRange,TimeSpan,Common::TimeSpan::FromSeconds(90),Dynamic,INTERNAL,src\Hosting2\HostingConfig.h,Specify timespan in seconds. On every continuous failure system will generate a randomized time between 0 to DeactivationFailedRetryIntervalRange. Retry backoff interval will be Random(0; DeactivationFailedRetryIntervalRange) + failureCount*DeactivationGraceInterval. 
Hosting,DeactivationMaxRetryInterval,TimeSpan,Common::TimeSpan::FromSeconds(10),Dynamic,INTERNAL,src\Hosting2\HostingConfig.h,Specify timespan in seconds. Max retry interval for Deactivation. On every continuous failure if the retry interval is more than the backoff interval; we set the backoff interval as DeactivationMaxRetryInterval. 
Hosting,ServiceTypeDisableGraceInterval,TimeSpan,Common::TimeSpan::FromSeconds(30),Dynamic,PUBLIC,src\Hosting2\HostingConfig.h,Specify timespan in seconds. Time interval after which the service type can be disabled 
Hosting,ServiceTypeDisableFailureThreshold,int,1,Dynamic,PUBLIC,src\Hosting2\HostingConfig.h,When an activation or deployment is failed on a node; the system can try a different node to increase the availability. However many errors are recoverable and the failures can be resolved using simple retry. This knob controls the threshold for the failure count after which FM is notified to disable the service type on that node and try a different node for placement. 
Hosting,DisabledServiceTypeRecoveryInterval,TimeSpan,Common::TimeSpan::MaxValue,Dynamic,INTERNAL,src\Hosting2\HostingConfig.h,Specify timespan in seconds. Recovers a disabled service type for adhoc applications after the specified time interval 
Hosting,CacheCleanupScanInterval,TimeSpan,Common::TimeSpan::FromSeconds(3600),Static,INTERNAL,src\Hosting2\HostingConfig.h,Specify timespan in seconds. -------------- Cache Cleanup settings Time interval for cleaning up unused content in ApplicationInstance; ImageCache and Shared folders 
Hosting,CacheCleanupBackoffInternval,TimeSpan,Common::TimeSpan::FromSeconds(10),Dynamic,INTERNAL,src\Hosting2\HostingConfig.h,Specify timespan in seconds. Backoff internval on failure during Cache Cleanup 
Hosting,CacheCleanupMaxContinuousFailures,uint,3,Dynamic,INTERNAL,src\Hosting2\HostingConfig.h,Maximum number of continous failures before giving up on CacheCleanup 
Hosting,AzureLogCollectorConfigurationTimeout,TimeSpan,Common::TimeSpan::FromSeconds(30),Dynamic,DEPRECATED,src\Hosting2\HostingConfig.h,Specify timespan in seconds. log collector settings 
Hosting,CrashDumpConfigurationTimeout,TimeSpan,Common::TimeSpan::FromSeconds(30),Dynamic,INTERNAL,src\Hosting2\HostingConfig.h,Specify timespan in seconds. crash dump configuration settings 
Hosting,DllHostExePath,wstring,L"FWP.exe",Static,INTERNAL,src\Hosting2\HostingConfig.h,dllhost settings 
Hosting,FabricUpgradeTimeout,TimeSpan,Common::TimeSpan::FromSeconds(1800),Dynamic,INTERNAL,src\Hosting2\HostingConfig.h,Specify timespan in seconds. 
Hosting,FabricTypeHostPath,wstring,L"FabricTypeHost.exe",Static,TEST,src\Hosting2\HostingConfig.h,
Hosting,ContainerProviderServiceName,wstring,L"docker",Dynamic,INTERNAL,src\Hosting2\HostingConfig.h,
Hosting,ContainerProviderProcessName,wstring,L"docker",Static,INTERNAL,src\Hosting2\HostingConfig.h,
Hosting,ContainerHostAddress,wstring,L"",Static,INTERNAL,src\Hosting2\HostingConfig.h,
Hosting,ContainerHostPort,wstring,L"2375",Static,INTERNAL,src\Hosting2\HostingConfig.h,
Hosting,ContainerImageDownloadTimeout,TimeSpan,Common::TimeSpan::FromSeconds(1200),Dynamic,INTERNAL,src\Hosting2\HostingConfig.h,Specify timespan in seconds. 
Hosting,ContainerImageDownloadRetryCount,int,3,Dynamic,INTERNAL,src\Hosting2\HostingConfig.h,
Hosting,ContainerImageDownloadBackoff,TimeSpan,Common::TimeSpan::FromSeconds(5),Dynamic,INTERNAL,src\Hosting2\HostingConfig.h,Specify timespan in seconds. 
Hosting,ContainerStatusCheckInterval,TimeSpan,Common::TimeSpan::FromSeconds(30),Dynamic,INTERNAL,src\Hosting2\HostingConfig.h,Specify timespan in seconds. 
Hosting,ContainerAppRootFolder,wstring,L"C:\\SFAppRoot",Static,INTERNAL,src\Hosting2\HostingConfig.h,
Hosting,ContainerPackageRootFolder,wstring,L"C:\\SFPackageRoot",Static,INTERNAL,src\Hosting2\HostingConfig.h,
Hosting,ContainerFabricBinRootFolder,wstring,L"C:\\SFFabricBin",Static,INTERNAL,src\Hosting2\HostingConfig.h,
Hosting,ApplicationEtwTraceFileSizeInMB,int,128,Static,INTERNAL,src\Hosting2\HostingConfig.h,Max file size for application ETW traces 
Hosting,ApplicationEtwTraceLevel,int,4,Static,INTERNAL,src\Hosting2\HostingConfig.h,Verbosity for application ETW traces. Default is 4 (info). 
Hosting,DcaNotificationIntervalInSeconds,TimeSpan,Common::TimeSpan::FromSeconds(180),Dynamic,INTERNAL,src\Hosting2\HostingConfig.h,Specify timespan in seconds. Interval at which we notify the DCA about active service packages 
Hosting,FabricHostCommunicationTimeout,TimeSpan,Common::TimeSpan::FromSeconds(300),Dynamic,INTERNAL,src\Hosting2\HostingConfig.h,Specify timespan in seconds. Fabric to FabricHost communication settings 
Hosting,IsApplicationHostHealthReportingEnabled,bool,true,Static,INTERNAL,src\Hosting2\HostingConfig.h,--------------- ipc health reporting settings Enables health reporting from within the applicationhost 
Hosting,DeployFabricSystemPackageRetryBackoff,TimeSpan,Common::TimeSpan::FromSeconds(5),Dynamic,INTERNAL,src\Hosting2\HostingConfig.h,Specify timespan in seconds. 
Hosting,AbortSwitchServicePackage,bool,false,Static,TEST,src\Hosting2\HostingConfig.h,--------------- test settting to fail upgrade application 
Hosting,AbortSwitchApplicationPackage,bool,false,Static,TEST,src\Hosting2\HostingConfig.h,
Hosting,ApplicationUpgradeTimeout,TimeSpan,Common::TimeSpan::FromSeconds(360),Dynamic,PUBLIC,src\Hosting2\HostingConfig.h,Specify timespan in seconds. The timeout for application upgrade. If the timeout is less than the "ActivationTimeout" deployer will fail. 
Hosting,LocalResourceManagerTestMode,bool,false,Static,TEST,src\Hosting2\HostingConfig.h,Test mode for LocalResourceManager (will not check available resources; and will not govern anything actually). This is used to test LRM <-> FM <-> CRM flows in FabricTest. 
RunAs,RunAsAccountName,wstring,L"",Dynamic,PUBLIC,src\Hosting2\RunAsConfig.h,Indicates the RunAs account name. This is only needed for "DomainUser" or "ManagedServiceAccount" account type. Valid values are "domain\user" or "user@domain" 
RunAs,RunAsAccountType,wstring,L"",Dynamic,PUBLIC,src\Hosting2\RunAsConfig.h,Indicates the RunAs account type. This is needed for any RunAs section Valid values are "DomainUser/NetworkService/ManagedServiceAccount/LocalSystem" 
RunAs,RunAsAccountPassword,wstring,L"",Dynamic,DEPRECATED,src\Hosting2\RunAsConfig.h,Indicates the RunAs account password. This is only needed for "DomainUser" account type. Use RunAsPassword instead 
RunAs,RunAsPassword,wstring,L"",Dynamic,PUBLIC,src\Hosting2\RunAsConfig.h,Indicates the RunAs account password. This is only needed for "DomainUser" account type. 
RunAs_Fabric,RunAsAccountName,wstring,L"",Dynamic,PUBLIC,src\Hosting2\RunAsConfig.h,Indicates the RunAs account name. This is only needed for "DomainUser" or "ManagedServiceAccount" account type. Valid values are "domain\user" or "user@domain" 
RunAs_Fabric,RunAsAccountType,wstring,L"",Dynamic,PUBLIC,src\Hosting2\RunAsConfig.h,Indicates the RunAs account type. This is needed for any RunAs section Valid values are "LocalUser/DomainUser/NetworkService/ManagedServiceAccount/LocalSystem" 
RunAs_Fabric,RunAsAccountPassword,wstring,L"",Dynamic,DEPRECATED,src\Hosting2\RunAsConfig.h,Indicates the RunAs account password. This is only needed for "DomainUser" account type. Use RunAsPassword instead 
RunAs_Fabric,RunAsPassword,wstring,L"",Dynamic,PUBLIC,src\Hosting2\RunAsConfig.h,Indicates the RunAs account password. This is only needed for "DomainUser" account type. 
RunAs_HttpGateway,RunAsAccountName,wstring,L"",Dynamic,PUBLIC,src\Hosting2\RunAsConfig.h,Indicates the RunAs account name. This is only needed for "DomainUser" or "ManagedServiceAccount" account type. Valid values are "domain\user" or "user@domain" 
RunAs_HttpGateway,RunAsAccountType,wstring,L"",Dynamic,PUBLIC,src\Hosting2\RunAsConfig.h,Indicates the RunAs account type. This is needed for any RunAs section Valid values are "LocalUser/DomainUser/NetworkService/ManagedServiceAccount/LocalSystem" 
RunAs_HttpGateway,RunAsAccountPassword,wstring,L"",Dynamic,DEPRECATED,src\Hosting2\RunAsConfig.h,Indicates the RunAs account password. This is only needed for "DomainUser" account type. Use RunAsPassword instead 
RunAs_HttpGateway,RunAsPassword,wstring,L"",Dynamic,PUBLIC,src\Hosting2\RunAsConfig.h,Indicates the RunAs account password. This is only needed for "DomainUser" account type. 
RunAs_DCA,RunAsAccountName,wstring,L"",Dynamic,PUBLIC,src\Hosting2\RunAsConfig.h,Indicates the RunAs account name. This is only needed for "DomainUser" or "ManagedServiceAccount" account type. Valid values are "domain\user" or "user@domain" 
RunAs_DCA,RunAsAccountType,wstring,L"",Dynamic,PUBLIC,src\Hosting2\RunAsConfig.h,Indicates the RunAs account type. This is needed for any RunAs section Valid values are "LocalUser/DomainUser/NetworkService/ManagedServiceAccount/LocalSystem" 
RunAs_DCA,RunAsAccountPassword,wstring,L"",Dynamic,DEPRECATED,src\Hosting2\RunAsConfig.h,Indicates the RunAs account password. This is only needed for "DomainUser" account type. Use RunAsPassword instead 
RunAs_DCA,RunAsPassword,wstring,L"",Dynamic,PUBLIC,src\Hosting2\RunAsConfig.h,Indicates the RunAs account password. This is only needed for "DomainUser" account type. 
HttpGateway,IsEnabled,bool,false,Static,PUBLIC,src\httpgateway\HttpGatewayConfig.h, Enables/Disables the httpgateway. Httpgateway is disabled by default and this config needs to be set to enable it.  
HttpGateway,ActiveListeners,uint,500,Static,PUBLIC,src\httpgateway\HttpGatewayConfig.h, Number of reads to post to the http server queue. This controls the number of concurrent requests that can be satisfied by the HttpGateway.  
HttpGateway,VersionCheck,bool,true,Static,INTERNAL,src\httpgateway\HttpGatewayConfig.h, Controls if API version checking is enforced or not.  
HttpGateway,MaxEntityBodySize,uint,4194304,Dynamic,PUBLIC,src\httpgateway\HttpGatewayConfig.h, Gives the maximum size of the body that can be expected from a http request. Default value is 4MB. Httpgateway will fail a request if it has a body of size > this value. Minimum read chunk size is 4096 bytes. So this has to be >= 4096.  
KtlLogger,PeriodicFlushTime,TimeSpan,Common::TimeSpan::FromSeconds(60),Dynamic,INTERNAL,src\ktllogger\KtlLoggerConfig.h,Specify timespan in seconds. The periodic log flush timer when not under memory pressure. This defines the number of seconds that write activity for a log is idle before the cached write data is flushed when the system is not under pressure to flush. 
KtlLogger,PeriodicTimerInterval,TimeSpan,Common::TimeSpan::FromSeconds(5),Dynamic,INTERNAL,src\ktllogger\KtlLoggerConfig.h,Specify timespan in seconds. The periodic log flush timer when under memory pressure. This defines the number of seconds that write activity for a log is idle before the cached write data is flushed when the system is under pressure to flush. 
KtlLogger,AutomaticMemoryConfiguration,int,1,Dynamic,PUBLIC,src\ktllogger\KtlLoggerConfig.h,Flag that indicates if the memory settings should be automatically and dynamically configured. If zero then the memory configuration settings are used directly and do not change based on system conditions. If one then the memory settings are configured automatically and may change based on system conditions. 
